,sp_cost,consumers_cost,prosumers_cost,operation_cost,coeff_a_t,coeff_p_t
0,-2.6624195541771405,2.0673638759818287,1.8378645926297033,1.0755073332796097,1.0,1.0
1,-1.928824245359364,1.6384190652422035,1.4583481076806677,0.8889562116095828,0.8,1.0
2,-0.40269741163179296,0.5610122644872714,0.5602919695095598,0.36812627026791617,0.4,0.8
3,-2.2019896495275764,1.370301447602112,1.3815658278871226,0.6580961042331763,1.0,0.8
4,-1.5062328307959931,1.0893921014130956,1.0205897391744794,0.5565066425235546,0.6000000000000001,0.4
5,0.882887787690843,1.511439423192889,1.3195596945726729,1.3473531503684366,0.6000000000000001,0.2
6,6.469896174661046,1.361819274201456,1.0611196491137702,2.3232947292758372,0.2,0.4
7,44.844221233275,3.630029145482979,2.5259249370625896,11.652046721357307,0.4,1.0
8,27.275916358236486,8.359357962533407,3.7281056226974623,11.216419173706836,0.8,1.0
9,8.783122776438868,6.820121812085343,-0.6841450835212726,5.711868625834724,0.8,1.0
10,4.426754836505669,3.8590939519929277,-1.3205652213175993,2.9366942942333703,0.6000000000000001,0.4
11,4.719783896689644,3.729711210913084,-0.5843280478294437,3.0649178963198906,0.6000000000000001,0.2
12,4.750300306225897,5.15980808777085,-2.0712636360593466,3.6316921866958203,0.8,0.4
13,3.2686582294243713,4.541371418661542,-1.7853388770522085,3.0214867216713572,0.8,0.4
14,3.5888048074403973,2.246423408673505,-2.8265318719933097,1.5003086322935202,0.4,0.6000000000000001
15,4.41129720913501,2.0745687263701433,-1.4364417331512804,1.8397123310188317,0.4,0.8
16,12.364633836349178,3.8486251472992445,2.0079907071444163,5.183699997078266,0.6000000000000001,0.8
17,32.45278851035513,7.502630417404726,5.505266661288939,12.09318928477165,1.0,0.2
18,139.19031977470735,6.114318331181708,4.499242296879226,32.40650341302634,0.6000000000000001,0.2
19,151.01067916926954,10.55508780279056,7.7556536773039815,38.08631925098904,1.0,0.8
20,235.8427705469859,2.3356669856434857,1.6693827841068343,48.90383085760463,0.2,0.6000000000000001
21,106.82412500138608,10.344451291414728,7.49820118345823,29.0711360118177,1.0,0.4
22,63.4360522955548,6.3993831851210885,4.702938385279461,17.467428047239505,0.8,0.4
23,7.044603081774149,2.7991315665843817,2.203060004627835,3.5290115572310254,0.6000000000000001,0.4
24,-0.7917047717235275,1.5484660287839955,1.3877210193868983,1.0482828668030715,0.8,0.6000000000000001
25,-0.03444953670607975,0.3079553241321712,0.30686739560743986,0.23925676625957473,0.2,0.4
26,-0.4911796730932142,0.4940111448174366,0.532268268391332,0.30462440595008555,0.4,0.6000000000000001
27,-1.9379952252345096,0.933396898160469,1.0348793234009748,0.3794149585295744,0.8,1.0
28,0.23032646063153417,0.31779836594661415,0.3810291812337612,0.3129501479410276,0.2,0.4
29,-3.19741286654115,3.219961861252315,2.93099674040037,1.878693891523233,1.0,0.8
30,73.44548862283949,8.324611899985065,7.4251751837778635,21.16889990131451,1.0,0.4
31,474.42352819629366,9.622836197547972,8.714777681053137,102.40136289399815,0.8,0.8
32,448.33633910352205,10.942072297908547,8.040425642647092,97.84059632797896,0.8,1.0
33,119.83873438392112,5.033024329819674,2.493117771153514,27.486185028906736,0.4,0.6000000000000001
34,16.44501793570359,2.118694477543671,0.4743040637335935,4.655081086413639,0.2,0.8
35,23.549569059719197,6.99804884710595,1.7279241612564609,9.2543279524587,0.6000000000000001,1.0
36,12.324027284433363,4.68670218080603,0.7771375328595863,5.432254271942208,0.4,0.2
37,87.95071620199184,2.30889910345789,0.9372776038718583,19.162938223247473,0.2,0.6000000000000001
38,25.453266113313635,4.470462687522393,1.3604249412200962,8.045015823420183,0.4,0.2
39,13.356566271471824,8.259347214773921,4.675972009554694,8.562115985069656,0.8,0.4
40,167.28825871012077,9.219320169031164,8.066818429212145,40.60260752928528,0.8,0.6000000000000001
41,481.63943150952224,4.754925406702984,4.391655764175441,100.05917269876133,0.4,0.8
42,289.9547542980456,5.289919975924445,4.448921740167567,62.0546871931973,0.4,0.2
43,297.92454813635356,10.867844614196462,9.145362654964735,67.93468892678155,0.8,0.6000000000000001
44,301.60254699198106,2.7304355474995443,2.2027760416847624,62.39932593523289,0.2,0.4
45,136.57863182946957,5.262011707536511,3.7134646241243017,31.215626315240684,0.4,0.6000000000000001
46,18.484387212597632,8.780706456718745,6.324596278162808,10.230220572183335,1.0,0.6000000000000001
47,5.896251257016568,1.019385176615747,0.795918628120562,1.9500650829968742,0.2,1.0
48,0.2816865858320159,0.6607183988223138,0.6433485468675513,0.5814380658333017,0.4,0.4
49,-1.5697116319872197,0.8402906423488037,0.8768494443076372,0.36560194787336564,0.6000000000000001,0.4
50,-1.6971656230647008,0.9114554378848279,1.083440065860964,0.42412815129014925,0.8,1.0
51,-1.4294147193042217,0.6948115303559176,0.8680053607701909,0.3046050465067444,0.6000000000000001,0.4
52,-0.7333716865330544,1.2941788408689998,1.7127229317219292,0.9723775535591748,0.8,0.6000000000000001
53,-1.6563685273793127,2.6728190532579474,2.5624585452228446,1.784909435523475,0.8,0.8
54,142.51607591646493,1.8339006075341922,1.6443925094392775,29.93243404970136,0.2,0.8
55,486.82860084457303,2.5539293157557235,2.311232657285334,99.36032428982512,0.2,0.8
56,317.9854065573685,14.046508749914059,11.060711884018474,74.23712893822584,1.0,0.8
57,78.424166513188,9.881516408853406,4.597833390717376,22.533309826093117,0.8,1.0
58,-0.16107754809477037,9.606551316664651,0.4607445283471538,5.823864186049268,1.0,0.2
59,5.00713066767273,7.382050430747329,-4.110809192050166,4.60849455357291,0.8,1.0
60,1.1029548890559777,3.4548024431954594,-0.6589903336020669,2.1616743770080578,0.4,0.4
61,3.35526538048928,1.7242761213188906,-0.8895675891678889,1.5277052310556127,0.2,0.6000000000000001
62,15.872092184456294,5.156465243038376,1.13446597743099,6.495190778200483,0.6000000000000001,0.4
63,23.947841437367902,1.7172171861635241,0.8613881512179095,5.992176229415278,0.2,0.6000000000000001
64,82.87422529664022,10.659584981920522,9.458450594117943,24.86228616730395,1.0,0.6000000000000001
65,130.82905934182253,2.3407782194086155,2.1961771930952554,28.009514238628725,0.2,0.4
66,206.45690661513297,7.734930960428509,6.634488915492865,47.25923768238228,0.6000000000000001,1.0
67,362.26048351007034,10.617970001697202,8.971254721183497,80.6171296472691,0.8,0.6000000000000001
68,124.02407205268506,10.633883113757971,8.66657135164798,32.91845854912139,0.8,0.4
69,290.7431821552915,10.061754002146774,7.123350070136076,65.61035884637357,0.8,0.4
70,19.651819134004,5.082749454907382,3.6660541721471196,7.713224334174654,0.6000000000000001,0.6000000000000001
71,8.039044934999414,2.9426141010294424,2.2892446577626138,3.831226379170071,0.6000000000000001,1.0
72,-0.9984299700846659,0.5993753806779482,0.5964075016579691,0.2792207347214295,0.4,1.0
73,-0.19631350982969165,0.5290560516438965,0.547566525145894,0.3876842340495783,0.4,0.4
74,0.017659456683868646,0.2115990436121892,0.2362806624333902,0.17774744999076528,0.2,1.0
75,-1.7327047944723022,0.8556521326299816,0.9606003602510429,0.35897039273373704,0.8,1.0
76,-1.9092992243697386,0.8961590877502914,1.1237434281676644,0.38058429340975997,0.6000000000000001,0.8
77,-2.1053329208753864,1.9235865410665962,1.7486762886351617,1.0828205981919126,0.6000000000000001,1.0
78,123.77697912268466,3.962268649023617,3.3690696670874094,27.806570947368584,0.4,1.0
79,166.16871965995847,8.153240321428829,7.543210745616547,39.6343302739723,0.8,1.0
80,351.5003786062451,12.588962049990887,9.199840031162447,79.69342095747605,1.0,1.0
81,57.264216728385314,9.697182518245661,4.078602725609918,18.086873401746445,0.8,1.0
82,4.240291872086475,5.8292847853708345,0.3564912486149353,4.416927495362782,0.6000000000000001,0.4
83,0.6288336401445312,5.9041626650517145,-0.33617532769123487,3.601029261521688,0.6000000000000001,0.2
84,1.2955015317609562,5.852413120359573,-1.093434475418002,3.551861283484335,0.6000000000000001,0.4
85,3.515886514101041,7.733728850672151,-3.3416395970235935,4.6750866938187805,0.8,1.0
86,6.71229641008696,5.658551261337972,0.48039303174865,4.833668645169905,0.6000000000000001,0.2
87,23.784249939607584,3.652555278168526,0.9084122083791524,7.130065596498463,0.4,0.6000000000000001
