,sp_cost,consumers_cost,prosumers_cost,operation_cost,coeff_a_t,coeff_p_t
0,-0.6511155483186806,1.6539430423800288,1.4703325164429426,1.137848166459161,0.8,0.4
1,-0.9697825538640863,1.6384190652422035,1.4583481076806677,1.0627574541524847,0.8,0.4
2,-2.5032513939569268,1.4023697799947255,1.4005748558944988,0.620707067974327,1.0,0.2
3,-0.6833846219063191,0.5481832666756241,0.5526872800938398,0.3032208929847002,0.4,0.8
4,0.605895133776746,0.3632516270936534,0.3403013049547344,0.4048952317885962,0.2,0.8
5,-1.4585399404356623,1.511439423192889,1.3195596945726729,0.8598796318811139,0.6000000000000001,0.2
6,41.42195438505039,1.361819274201456,1.0611196491137702,9.283636408844938,0.2,0.6000000000000001
7,103.58055194009494,9.066453514801536,6.308925419318071,27.14201477121518,1.0,1.0
8,80.55254412623309,6.271479304433706,2.741080532907714,20.068572637335784,0.6000000000000001,0.8
9,16.273623016552342,6.820121812085343,-0.026103331493469994,6.656954509905099,0.8,0.8
10,5.391376476060848,6.4296367942910155,-0.6696378163256786,4.092202347459974,1.0,0.4
11,4.665364239702697,6.2141259618584295,-2.9066920072194993,3.168128226703905,1.0,0.6000000000000001
12,10.065165959953237,6.448935091026048,-6.668628334545295,3.236912237140083,1.0,1.0
13,1.4237783993008808,2.2719697152000293,-0.891695554928977,1.153231870981498,0.4,0.2
14,2.9441605225630507,3.3683939455358125,-1.4867622085616135,1.8270004147120325,0.6000000000000001,0.4
15,4.172965572304122,3.110786646137088,-1.1225673483011414,2.053216233039026,0.6000000000000001,0.8
16,24.89497665422393,5.130606481341169,3.143201538527354,8.487259033073578,0.8,0.2
17,44.06128328842125,6.0028121953599705,4.404707391397197,13.135074972783393,0.8,1.0
18,37.45503899140198,8.150109879962367,5.997415960709161,13.365287526474328,0.8,0.6000000000000001
19,43.61152836718921,6.336167234784442,4.6555062454382785,13.287041164461549,0.6000000000000001,1.0
20,130.07685503986443,6.987902771084656,4.995313618172139,31.00791647896686,0.6000000000000001,0.8
21,45.57255070356893,4.142390227378067,3.002390025853664,12.08642226215892,0.4,1.0
22,82.3212066802809,1.6032656001852637,1.178050136451424,17.619289177084237,0.2,1.0
23,4.15295741801285,2.7991315665843817,2.203060004627835,2.891075268283111,0.6000000000000001,1.0
24,-0.35523572283173377,1.1613964204690732,1.0408293937004784,0.8218998837783333,0.6000000000000001,0.4
25,-1.0744418163404497,0.9236260527688123,0.920361316600579,0.5230330580964899,0.6000000000000001,0.4
26,-1.845892590524989,1.234895254378764,1.3305215887276816,0.6474255857026886,1.0,0.6000000000000001
27,-2.1498793271802774,1.166726248322384,1.2935754018976362,0.5414598792944274,1.0,0.8
28,0.06008489914548565,0.6354630394839065,0.7618342471569787,0.558298773718144,0.4,0.2
29,2.845466381836968,0.6444099362187391,0.5865711798236113,1.0672695984238465,0.2,0.4
30,106.79721373846897,1.6681772265245987,1.4877971241389416,22.639870498197777,0.2,0.4
31,195.85427052062008,4.815713137403812,4.361047078045412,42.887024796239544,0.4,0.2
32,197.71842782229655,5.4757604572195415,4.024218134563086,43.488831233438006,0.4,1.0
33,40.507088064158246,12.570478750482506,6.22172690331761,16.253175059068187,1.0,0.6000000000000001
34,8.101595085400504,10.56970330088661,3.115931592088772,7.839950145150038,1.0,0.4
35,3.5929961761038554,6.99804884710595,1.7279241612564609,4.736000907150684,0.6000000000000001,1.0
36,9.408609317102007,7.026606168130387,0.9796099368021175,5.6889079285262305,0.6000000000000001,0.8
37,73.64852213577919,4.610993479170238,1.8678684319592742,17.59556169632874,0.4,1.0
38,57.793411931383055,6.702461317400758,2.1539251026506085,15.556090575772172,0.6000000000000001,0.2
39,48.85826639172243,10.32275045164362,5.843479313285707,16.68607229815201,1.0,0.2
40,392.8359868086465,11.522359113272934,10.081844077755232,87.35293014169234,1.0,0.8
41,338.4736926531263,2.381034843698237,2.1990269310462947,69.54496403178827,0.2,0.6000000000000001
42,207.56276953464794,13.211195161327936,11.112077887804704,51.45177485393497,1.0,1.0
43,154.56672098834062,5.4388056317640565,4.5763523129176615,35.00565270742545,0.4,1.0
44,287.37503089456277,5.450058070824676,4.397760112122068,61.51936324796152,0.4,1.0
45,278.2988236104419,7.88792808589765,5.5668041529534555,61.27377001092325,0.6000000000000001,1.0
46,66.47538386727157,7.025594319476143,5.060369533673149,18.32598479329433,0.8,0.8
47,0.38707883668442333,2.037078021022731,1.5906550468171736,1.573151291893402,0.4,0.6000000000000001
48,-2.766041212435046,1.6515885250069906,1.6081734827502063,0.755038064841548,1.0,0.4
49,-1.266444241936022,0.8402906423488037,0.8768494443076372,0.42991130607948863,0.6000000000000001,0.4
